,date,schedule_id,ORIGIN_AIRPORT,DESTINATION_AIRPORT,DEPARTURE_TIME,ARRIVAL_TIME
399538,2023-01-27,38188,DEN,LFT,9:56,13:46
399539,2023-01-27,38189,ATL,MLI,9:52,10:58
399540,2023-01-27,38190,ORD,TUL,9:46,11:31
399562,2023-01-27,38191,ATL,LEX,11:51,12:56
399563,2023-01-27,38192,FAY,ATL,9:53,11:11
399564,2023-01-27,38193,ATL,AEX,9:52,10:45
399572,2023-01-27,38194,IAH,ISN,9:49,13:21
399573,2023-01-27,38195,ORD,MSN,9:51,10:38
399583,2023-01-27,38196,TYS,ORD,11:23,12:44
399596,2023-01-27,38197,ATL,MYR,9:52,11:04
399678,2023-01-27,38198,ORD,MCI,10:06,11:23
399680,2023-01-27,38199,DTW,MDT,9:58,11:16
399681,2023-01-27,38200,GSP,ATL,9:57,10:43
399683,2023-01-27,38201,DTW,ELM,9:56,11:00
399685,2023-01-27,38202,ATL,LFT,9:57,10:28
399686,2023-01-27,38203,DEN,SDF,9:55,14:28
399687,2023-01-27,38204,ORD,FSD,9:53,11:47
399688,2023-01-27,38205,LNK,ORD,9:53,11:41
399778,2023-01-27,38206,DFW,MOB,10:01,11:36
399780,2023-01-27,38207,BTR,ATL,9:58,12:36
399782,2023-01-27,38208,DEN,TUL,10:13,12:47
399783,2023-01-27,38209,DEN,BNA,9:56,13:32
399799,2023-01-27,38210,DEN,SHV,9:58,13:15
399806,2023-01-27,38211,DEN,SGF,10:01,12:44
399863,2023-01-27,38212,DFW,GGG,10:04,10:56
399866,2023-01-27,38213,DTW,BTV,10:17,11:59
399882,2023-01-27,38214,ORF,IAD,10:07,11:01
399884,2023-01-27,38215,TUL,ATL,10:00,12:46
399885,2023-01-27,38216,PIT,IAD,11:00,12:26
399892,2023-01-27,38217,PIA,ORD,10:09,11:01
399895,2023-01-27,38218,CLE,IAD,10:12,11:49
399896,2023-01-27,38219,ATL,FSM,10:09,11:07
399901,2023-01-27,38220,DTW,CAK,10:09,10:57
399948,2023-01-27,38221,GRR,MSP,10:15,10:43
399949,2023-01-27,38222,DTW,FWA,10:13,10:58
399950,2023-01-27,38223,DTW,PIA,10:09,10:41
399951,2023-01-27,38224,CHA,ATL,10:10,10:47
399952,2023-01-27,38225,DTW,GSO,10:11,11:47
399954,2023-01-27,38226,DEN,DIK,10:05,12:00
399955,2023-01-27,38227,BUF,ORD,10:23,11:04
399975,2023-01-27,38228,MSP,MDW,10:11,11:34
399976,2023-01-27,38229,GTR,ATL,10:11,12:01
399985,2023-01-27,38230,BHM,DTW,10:11,13:47
399986,2023-01-27,38231,ORD,SBN,10:11,11:52
400024,2023-01-27,38232,CID,DTW,10:25,12:54
400025,2023-01-27,38233,ATL,BMI,10:15,11:09
400045,2023-01-27,38234,AGS,ATL,10:18,11:10
400048,2023-01-27,38235,AVL,ATL,10:22,11:16
400049,2023-01-27,38236,LAN,DTW,10:14,10:53
400088,2023-01-27,38237,EVV,DTW,10:10,12:36
400089,2023-01-27,38238,DTW,ERI,10:15,11:13
400090,2023-01-27,38239,ATL,CSG,10:21,10:52
400091,2023-01-27,38240,ATL,GSP,10:24,11:12
400102,2023-01-27,38241,ATL,CHO,10:19,11:55
400107,2023-01-27,38242,SGF,ATL,10:21,13:05
400113,2023-01-27,38243,FSD,ORD,10:24,12:15
400114,2023-01-27,38244,CLL,IAH,10:16,10:55
400115,2023-01-27,38245,ATL,MLU,11:37,11:59
400116,2023-01-27,38246,ATL,ABY,10:20,11:06
400117,2023-01-27,38247,MCI,DTW,10:39,13:40
400126,2023-01-27,38248,DCA,CLE,10:25,11:35
400183,2023-01-27,38249,MOB,IAH,10:18,11:52
400184,2023-01-27,38250,CLE,IAH,10:28,12:23
400185,2023-01-27,38251,ORD,DTW,10:38,13:05
400198,2023-01-27,38252,ATL,DHN,10:30,10:25
400199,2023-01-27,38253,SJT,DFW,10:14,11:07
400205,2023-01-27,38254,ICT,ORD,10:21,12:18
400206,2023-01-27,38255,FAR,ORD,10:33,12:34
400210,2023-01-27,38256,ATL,FAY,12:21,13:29
400258,2023-01-27,38257,ATL,EVV,10:32,11:02
400261,2023-01-27,38258,MCI,ORD,10:23,12:03
400262,2023-01-27,38259,TUL,ORD,10:29,12:26
400263,2023-01-27,38260,GSO,ATL,10:37,11:48
400264,2023-01-27,38261,DAY,ORD,10:32,10:48
400268,2023-01-27,38262,MLI,DFW,10:39,12:37
400269,2023-01-27,38263,SGF,ORD,10:34,12:13
400270,2023-01-27,38264,CAK,ORD,10:36,11:07
400271,2023-01-27,38265,LEX,ORD,10:29,11:03
400276,2023-01-27,38266,MEM,ORD,10:36,12:20
400309,2023-01-27,38267,MLU,IAH,10:26,11:29
400310,2023-01-27,38268,DEN,BHM,11:20,14:48
400311,2023-01-27,38269,TLH,ATL,10:36,11:47
400332,2023-01-27,38270,BTR,DFW,10:37,11:59
400339,2023-01-27,38271,OKC,IAH,10:28,11:53
400343,2023-01-27,38272,PIA,DTW,10:43,12:58
400349,2023-01-27,38273,TUL,IAH,10:42,12:10
400410,2023-01-27,38274,MAF,IAH,10:42,12:06
400459,2023-01-27,38275,DTW,ORD,10:56,11:20
400460,2023-01-27,38276,ORD,DAY,10:43,12:42
400461,2023-01-27,38277,OMA,ATL,11:01,13:54
400473,2023-01-27,38278,LBB,IAH,10:41,12:19
400485,2023-01-27,38279,DFW,IAH,10:47,11:57
400486,2023-01-27,38280,HRL,IAH,10:49,12:03
400531,2023-01-27,38281,DFW,BRO,10:51,12:18
400532,2023-01-27,38282,MFE,IAH,10:44,11:55
400533,2023-01-27,38283,CRP,IAH,10:48,11:45
400534,2023-01-27,38284,DHN,ATL,10:53,13:05
400535,2023-01-27,38285,ROA,ATL,10:45,11:50
400544,2023-01-27,38286,ATL,GSO,10:49,12:06
400549,2023-01-27,38287,DEN,HSV,10:59,14:19
400559,2023-01-27,38288,COS,DEN,10:56,11:33
400641,2023-01-27,38289,DFW,SHV,10:53,11:42
400670,2023-01-27,38290,GRR,ORD,10:55,10:50
400671,2023-01-27,38291,MDW,MSP,10:53,12:25
400683,2023-01-27,38292,DEN,LBB,10:56,13:12
400690,2023-01-27,38293,BPT,DFW,11:04,12:15
400691,2023-01-27,38294,STL,ORD,10:54,12:45
400722,2023-01-27,38295,PHF,ATL,10:58,12:53
400734,2023-01-27,38296,VLD,ATL,11:01,12:18
400735,2023-01-27,38297,DEN,GUC,11:02,12:01
400751,2023-01-27,38298,ATL,BQK,11:00,12:17
400797,2023-01-27,38299,AEX,ATL,11:06,13:38
400824,2023-01-27,38300,ORF,DTW,11:07,13:13
400833,2023-01-27,38301,ICT,ATL,11:06,14:01
400839,2023-01-27,38302,MSP,BIS,11:20,12:42
400840,2023-01-27,38303,ATW,ORD,10:54,11:44
400841,2023-01-27,38304,MLI,ORD,12:05,12:59
400843,2023-01-27,38305,DEN,TUS,11:10,13:22
400896,2023-01-27,38306,PIA,ATL,11:10,13:33
400897,2023-01-27,38307,GRB,ORD,11:07,12:02
400916,2023-01-27,38308,IND,ORD,11:10,11:27
400922,2023-01-27,38309,ATL,GNV,12:57,14:04
400923,2023-01-27,38310,CID,ORD,11:14,12:37
400924,2023-01-27,38311,AMA,IAH,10:58,12:21
400981,2023-01-27,38312,EVV,ATL,11:23,13:36
400997,2023-01-27,38313,DTW,IAH,11:13,13:19
400998,2023-01-27,38314,TUS,IAH,11:11,14:33
401003,2023-01-27,38315,GGG,DFW,11:18,12:12
401004,2023-01-27,38316,MSN,ORD,11:14,12:12
401005,2023-01-27,38317,BNA,IAH,11:12,13:14
401013,2023-01-27,38318,ATL,XNA,11:19,12:12
401041,2023-01-27,38319,PHL,MSP,11:18,12:58
401042,2023-01-27,38320,LFT,ATL,11:15,13:40
401072,2023-01-27,38321,MLI,ATL,11:27,14:01
401077,2023-01-27,38322,ILM,ATL,11:37,13:06
401078,2023-01-27,38323,MSP,FSD,11:29,12:25
401131,2023-01-27,38324,DFW,LAW,11:24,12:04
401132,2023-01-27,38325,DFW,TYS,11:20,14:20
401133,2023-01-27,38326,ORD,BNA,11:20,12:36
401134,2023-01-27,38327,ATL,AVL,11:26,12:17
401135,2023-01-27,38328,DAL,IAH,11:22,12:20
401159,2023-01-27,38329,MSP,FAR,11:36,12:41
401165,2023-01-27,38330,LEX,ATL,13:20,14:29
401166,2023-01-27,38331,MLU,ATL,12:20,14:41
401167,2023-01-27,38332,CSG,ATL,11:27,12:07
401232,2023-01-27,38333,FSM,ATL,11:30,14:10
401233,2023-01-27,38334,MYR,ATL,11:30,13:00
401256,2023-01-27,38335,BMI,ATL,11:36,14:12
401260,2023-01-27,38336,BHM,IAH,11:24,13:21
401261,2023-01-27,38337,PNS,IAH,11:25,13:08
401267,2023-01-27,38338,CLT,IAH,11:32,13:21
401268,2023-01-27,38339,MSP,IAH,11:35,14:06
401306,2023-01-27,38340,ELP,IAH,11:30,14:25
401314,2023-01-27,38341,ATL,PHF,11:38,13:10
401315,2023-01-27,38342,XNA,DEN,11:32,12:22
401371,2023-01-27,38343,CLE,ORD,11:35,12:10
401372,2023-01-27,38344,ATL,AGS,11:41,12:22
401373,2023-01-27,38345,ATL,TRI,11:44,12:38
401391,2023-01-27,38346,BTR,IAH,11:38,12:55
401392,2023-01-27,38347,SAT,MSP,11:31,14:20
401393,2023-01-27,38348,ELM,DTW,11:34,12:42
401402,2023-01-27,38349,AEX,IAH,11:40,12:54
401446,2023-01-27,38350,MDT,DTW,11:50,13:05
401447,2023-01-27,38351,ABY,ATL,11:42,12:41
401448,2023-01-27,38352,OMA,DEN,11:42,12:09
401469,2023-01-27,38353,CVG,IAH,11:51,13:17
401512,2023-01-27,38354,DFW,LIT,11:46,12:50
401513,2023-01-27,38355,ORD,FSD,11:51,13:30
401514,2023-01-27,38356,ATL,MGM,11:45,11:24
401515,2023-01-27,38357,GSP,ATL,11:54,12:48
401524,2023-01-27,38358,SDF,IAH,11:49,13:05
401529,2023-01-27,38359,DAY,ORD,11:48,12:26
401545,2023-01-27,38360,JAN,IAH,11:49,13:07
401617,2023-01-27,38361,ERI,DTW,11:50,13:02
401618,2023-01-27,38362,DTW,ATW,11:57,12:13
401619,2023-01-27,38363,FWA,DTW,11:46,12:45
401620,2023-01-27,38364,ORD,MLI,11:51,12:46
401621,2023-01-27,38365,ORD,CID,11:53,12:52
401641,2023-01-27,38366,MOB,DFW,12:01,13:50
401646,2023-01-27,38367,CAK,DTW,11:54,12:39
401651,2023-01-27,38368,LIT,IAH,11:57,13:18
401657,2023-01-27,38369,ORD,ICT,11:58,13:36
401710,2023-01-27,38370,ATL,ILM,11:57,13:10
401711,2023-01-27,38371,DTW,MCI,12:13,13:20
401712,2023-01-27,38372,ORD,FAR,11:59,14:04
401713,2023-01-27,38373,ORD,MCI,11:58,13:22
401724,2023-01-27,38374,ATL,OAJ,12:02,13:21
401725,2023-01-27,38375,DTW,MDW,12:00,12:06
401770,2023-01-27,38376,ATL,CRW,12:04,13:32
401771,2023-01-27,38377,ORD,LNK,12:05,14:04
401775,2023-01-27,38378,ORD,JAN,12:06,13:49
401793,2023-01-27,38379,GPT,IAH,12:00,13:28
401794,2023-01-27,38380,FSD,ORD,12:10,13:41
401848,2023-01-27,38381,IAD,SAV,12:08,13:57
401849,2023-01-27,38382,DTW,ORD,12:13,12:34
401850,2023-01-27,38383,DTW,AZO,12:08,12:47
401858,2023-01-27,38384,ATL,ROA,12:20,13:40
401859,2023-01-27,38385,MGM,ATL,12:11,14:20
401872,2023-01-27,38386,ATL,FAY,12:17,13:34
401907,2023-01-27,38387,SHV,DFW,12:10,13:08
401908,2023-01-27,38388,BHM,DEN,12:13,14:33
401909,2023-01-27,38389,FAY,ATL,14:07,15:29
401911,2023-01-27,38390,ATL,LEX,13:17,14:24
401912,2023-01-27,38391,CLT,ORD,12:11,13:27
401926,2023-01-27,38392,ORD,MEM,12:16,14:17
401927,2023-01-27,38393,ATL,GSO,12:18,13:24
401934,2023-01-27,38394,JAX,DTW,12:19,14:38
401965,2023-01-27,38395,CHO,ATL,12:17,13:55
401978,2023-01-27,38396,ATL,IAH,12:17,13:26
401979,2023-01-27,38397,DIK,DEN,12:21,13:59
401981,2023-01-27,38398,BTV,DTW,16:16,18:07
401989,2023-01-27,38399,IAD,ROC,12:28,13:33
401994,2023-01-27,38400,TUL,ORD,12:19,14:13
402044,2023-01-27,38401,ATL,MOB,12:29,12:39
402045,2023-01-27,38402,MDW,DTW,12:26,14:26
402048,2023-01-27,38403,DEN,MOT,12:25,14:59
402049,2023-01-27,38404,IAD,GSO,12:23,13:40
402069,2023-01-27,38405,IAD,CAE,12:48,14:10
402071,2023-01-27,38406,ELP,DEN,12:13,14:01
402078,2023-01-27,38407,ORF,ORD,12:46,14:07
402120,2023-01-27,38408,DFW,CRP,12:31,13:46
402122,2023-01-27,38409,GSO,DTW,12:26,14:07
402138,2023-01-27,38410,SBN,ORD,12:19,12:22
402146,2023-01-27,38411,GUC,DEN,12:27,13:17
402149,2023-01-27,38412,BNA,IAH,12:22,14:26
402150,2023-01-27,38413,IAD,CMH,12:43,14:11
402273,2023-01-27,38414,LAW,DFW,12:36,13:21
402274,2023-01-27,38415,MEM,IAH,13:49,15:18
402275,2023-01-27,38416,AVL,ATL,12:37,13:27
402292,2023-01-27,38417,IAD,RIC,12:45,13:52
402298,2023-01-27,38418,MCI,IAH,12:37,14:28
402304,2023-01-27,38419,BQK,ATL,12:42,13:59
402344,2023-01-27,38420,DFW,MEI,12:45,14:05
402345,2023-01-27,38421,IAH,JAN,12:45,14:11
402346,2023-01-27,38422,IAH,MKE,12:46,15:32
402347,2023-01-27,38423,XNA,IAH,12:32,14:17
402348,2023-01-27,38424,IAH,VPS,12:50,14:19
402349,2023-01-27,38425,IAH,RIC,13:01,16:54
402350,2023-01-27,38426,IAH,BTR,12:43,13:40
402352,2023-01-27,38427,GSO,ATL,12:42,14:02
402353,2023-01-27,38428,IAD,PIT,13:32,14:22
402369,2023-01-27,38429,IAH,ICT,12:49,14:37
402370,2023-01-27,38430,XNA,ATL,12:46,15:31
402383,2023-01-27,38431,GRK,IAH,13:02,13:49
402386,2023-01-27,38432,LFT,IAH,12:40,13:45
402390,2023-01-27,38433,IAH,TYS,12:53,15:53
402422,2023-01-27,38434,DFW,CRW,12:41,16:11
402423,2023-01-27,38435,CLE,ORD,12:53,13:47
402424,2023-01-27,38436,ATL,AVL,12:51,13:42
402440,2023-01-27,38437,IAH,CRW,12:50,16:21
402449,2023-01-27,38438,IAH,LCH,12:54,13:43
402461,2023-01-27,38439,BRO,DFW,12:46,14:35
402462,2023-01-27,38440,CRP,IAH,12:47,13:50
402464,2023-01-27,38441,IAH,MAF,12:51,14:13
402471,2023-01-27,38442,MDW,MSP,12:51,14:12
402472,2023-01-27,38443,GNV,ATL,20:04,21:20
402473,2023-01-27,38444,ATL,SGF,13:54,14:43
402539,2023-01-27,38445,IAH,LEX,12:54,16:01
402540,2023-01-27,38446,IAH,OMA,13:16,15:37
402543,2023-01-27,38447,ATL,SHV,12:52,13:26
402544,2023-01-27,38448,ATL,MLU,12:53,13:25
402560,2023-01-27,38449,IAH,LIT,13:00,14:33
402561,2023-01-27,38450,IAH,OKC,12:53,14:23
402573,2023-01-27,38451,ELP,IAH,12:51,15:34
402581,2023-01-27,38452,IAH,JAX,13:04,16:16
402582,2023-01-27,38453,IAH,MSP,14:02,17:04
402583,2023-01-27,38454,IAH,XNA,13:00,14:36
402584,2023-01-27,38455,IAH,TUL,12:57,14:47
402585,2023-01-27,38456,IAH,STL,12:59,15:13
402625,2023-01-27,38457,IAH,SAV,13:17,16:23
402626,2023-01-27,38458,MKE,CLE,12:46,15:18
402627,2023-01-27,38459,ATW,DTW,12:59,15:07
402628,2023-01-27,38460,CAE,ATL,12:59,14:07
402629,2023-01-27,38461,ATL,MYR,13:13,14:16
402709,2023-01-27,38462,ORD,LEX,13:12,15:27
402710,2023-01-27,38463,IAH,PNS,13:04,14:40
402711,2023-01-27,38464,ORD,GRB,13:10,14:08
402712,2023-01-27,38465,ORD,RIC,13:04,16:06
402713,2023-01-27,38466,AGS,ATL,12:57,14:03
402714,2023-01-27,38467,TRI,ATL,13:12,14:15
402716,2023-01-27,38468,MSP,RST,13:07,13:39
402717,2023-01-27,38469,ORD,SDF,13:21,15:35
402718,2023-01-27,38470,ORD,PIA,13:07,13:53
402753,2023-01-27,38471,MFE,IAH,13:05,14:09
402754,2023-01-27,38472,DEN,XNA,13:09,15:53
402759,2023-01-27,38473,IAH,CMH,13:09,16:54
402760,2023-01-27,38474,IAH,ELP,13:02,14:03
402771,2023-01-27,38475,FSD,MSP,13:07,14:07
402816,2023-01-27,38476,ORD,ERI,13:12,15:48
402817,2023-01-27,38477,ORD,SBN,13:08,14:51
402818,2023-01-27,38478,ORD,LAN,13:07,15:14
402819,2023-01-27,38479,ORD,CVG,13:07,15:09
402820,2023-01-27,38480,IAH,DAL,13:24,14:24
402821,2023-01-27,38481,MOB,ORD,13:12,15:46
402842,2023-01-27,38482,ORD,CAE,13:24,16:08
402846,2023-01-27,38483,TUL,IAH,13:12,14:32
402847,2023-01-27,38484,FAR,MSP,13:10,14:02
402855,2023-01-27,38485,BIS,MSP,13:08,14:16
402896,2023-01-27,38486,DFW,TYS,13:15,16:15
402897,2023-01-27,38487,ORD,FNT,13:19,15:21
402898,2023-01-27,38488,ORD,TVC,13:18,16:00
402900,2023-01-27,38489,ORD,CWA,13:11,14:25
402901,2023-01-27,38490,ORD,GSP,13:13,15:41
402921,2023-01-27,38491,MOB,ATL,13:18,15:33
402939,2023-01-27,38492,DEN,COS,13:18,13:51
402968,2023-01-27,38493,ORD,AVP,13:20,16:11
402970,2023-01-27,38494,ORD,ABE,13:20,16:18
402974,2023-01-27,38495,MLI,ORD,13:12,14:01
402977,2023-01-27,38496,IAH,MLU,13:14,14:21
402978,2023-01-27,38497,BRO,IAH,13:16,14:30
402979,2023-01-27,38498,IAH,MOB,13:16,14:33
402987,2023-01-27,38499,ATL,XNA,13:21,14:21
403050,2023-01-27,38500,LIT,DFW,13:16,14:32
403051,2023-01-27,38501,IAH,GPT,13:23,14:41
403053,2023-01-27,38502,SGF,ORD,13:26,15:12
403060,2023-01-27,38503,DTW,ORD,13:28,13:49
403076,2023-01-27,38504,IAH,SHV,13:23,14:19
403123,2023-01-27,38505,DFW,LCH,15:08,16:12
403139,2023-01-27,38506,ORD,ELM,13:26,16:16
403144,2023-01-27,38507,ATL,LEX,13:37,15:01
403147,2023-01-27,38508,ORD,CHS,13:33,16:35
403155,2023-01-27,38509,ATL,DHN,13:37,13:22
403156,2023-01-27,38510,ATL,GNV,13:34,14:32
403158,2023-01-27,38511,ATL,RST,13:34,15:04
403211,2023-01-27,38512,ORD,DTW,13:40,15:56
403212,2023-01-27,38513,LRD,IAH,13:31,14:40
403213,2023-01-27,38514,AZO,DTW,13:31,14:19
403232,2023-01-27,38515,CID,ORD,13:27,14:21
403239,2023-01-27,38516,IAH,CAE,13:37,16:40
403240,2023-01-27,38517,PHF,ATL,13:38,15:23
403302,2023-01-27,38518,DTW,BUF,13:40,14:30
403303,2023-01-27,38519,DTW,MBS,13:42,14:17
403304,2023-01-27,38520,DTW,MSN,13:41,13:59
403305,2023-01-27,38521,ORD,BNA,13:38,14:55
403324,2023-01-27,38522,ILM,ATL,13:38,14:58
403376,2023-01-27,38523,TUS,IAH,14:06,17:19
403377,2023-01-27,38524,OAJ,ATL,13:45,15:17
403378,2023-01-27,38525,DTW,ELM,13:42,14:44
403380,2023-01-27,38526,SHV,IAH,13:44,14:40
403399,2023-01-27,38527,BNA,ORD,13:35,15:24
403400,2023-01-27,38528,ATL,PHF,13:42,15:20
403401,2023-01-27,38529,DTW,TUL,13:48,14:46
403461,2023-01-27,38530,ATL,AGS,13:53,14:43
403473,2023-01-27,38531,DTW,LIT,13:56,15:04
403500,2023-01-27,38532,MCI,DTW,13:55,16:50
403552,2023-01-27,38533,DFW,LFT,13:51,14:54
403553,2023-01-27,38534,LBB,DEN,13:47,14:11
403554,2023-01-27,38535,ROA,ATL,13:56,15:07
403555,2023-01-27,38536,CRW,ATL,13:59,15:22
403556,2023-01-27,38537,ATL,IAD,13:59,16:02
403584,2023-01-27,38538,FAY,ATL,13:56,15:19
403585,2023-01-27,38539,MLU,ATL,13:57,16:22
403586,2023-01-27,38540,LEX,ATL,14:44,15:58
403587,2023-01-27,38541,DTW,GRR,13:59,14:41
403599,2023-01-27,38542,DHN,ATL,13:57,15:50
403644,2023-01-27,38543,DTW,ERI,14:03,14:54
403655,2023-01-27,38544,FSD,ORD,14:02,15:42
403661,2023-01-27,38545,LFT,IAH,14:03,15:03
403664,2023-01-27,38546,GSO,ATL,14:04,15:16
403696,2023-01-27,38547,ORD,GRR,14:02,15:51
403697,2023-01-27,38548,DTW,BHM,14:12,14:41
403698,2023-01-27,38549,DTW,PIT,14:06,15:07
403705,2023-01-27,38550,ISN,IAH,14:03,17:10
403755,2023-01-27,38551,DFW,FSD,14:12,16:16
403756,2023-01-27,38552,ORD,CVG,14:14,16:14
403757,2023-01-27,38553,DEN,OKC,14:03,16:40
403758,2023-01-27,38554,MCI,IAH,14:07,16:02
403759,2023-01-27,38555,DTW,BTV,16:21,18:12
403760,2023-01-27,38556,DTW,RIC,14:12,15:47
403761,2023-01-27,38557,DTW,GSO,14:17,15:37
403776,2023-01-27,38558,CRP,DFW,14:11,15:42
403781,2023-01-27,38559,LCH,IAH,14:11,15:01
403782,2023-01-27,38560,SHV,ATL,14:11,17:00
403783,2023-01-27,38561,AVL,ATL,14:10,15:09
403838,2023-01-27,38562,BTR,IAH,14:20,15:22
403839,2023-01-27,38563,SGF,ATL,15:03,17:35
403969,2023-01-27,38564,IAH,AMA,14:20,15:58
403970,2023-01-27,38565,IAH,LRD,14:27,15:42
403971,2023-01-27,38566,SAV,IAD,14:23,16:19
403972,2023-01-27,38567,ROC,IAD,14:18,15:35
403977,2023-01-27,38568,IAH,TUL,14:24,15:57
403997,2023-01-27,38569,ORD,IND,14:34,16:26
403999,2023-01-27,38570,IAH,LBB,14:36,16:09
404000,2023-01-27,38571,IAH,CRP,14:27,15:29
404001,2023-01-27,38572,CMH,IAH,14:25,16:00
404002,2023-01-27,38573,IAH,MAF,14:24,16:02
404010,2023-01-27,38574,CAE,IAD,14:33,16:05
404018,2023-01-27,38575,BNA,IAH,14:23,16:22
404019,2023-01-27,38576,RST,ATL,14:29,17:16
404021,2023-01-27,38577,FAR,ORD,14:26,15:56
404060,2023-01-27,38578,RIC,IAD,14:31,15:10
404077,2023-01-27,38579,JAN,ORD,14:31,16:59
404078,2023-01-27,38580,ORD,ATW,14:27,15:33
404082,2023-01-27,38581,IAH,MCI,14:33,16:25
404085,2023-01-27,38582,PIA,ORD,14:27,15:17
404092,2023-01-27,38583,GRB,ORD,14:36,15:26
404093,2023-01-27,38584,MSN,DTW,14:29,16:57
404094,2023-01-27,38585,ICT,ORD,14:23,16:06
404095,2023-01-27,38586,PIT,IAD,14:52,16:17
404146,2023-01-27,38587,DFW,MLU,14:37,15:43
404147,2023-01-27,38588,MEI,PIB,14:26,14:52
404148,2023-01-27,38589,ORD,CLE,14:36,16:52
404149,2023-01-27,38590,ORD,SCE,14:36,17:31
404150,2023-01-27,38591,ORD,TYS,15:04,17:22
404151,2023-01-27,38592,IAH,JAN,14:28,15:38
404165,2023-01-27,38593,RDU,IAH,14:32,16:30
404166,2023-01-27,38594,IAH,BRO,14:35,15:41
404170,2023-01-27,38595,COS,IAH,14:36,17:43
404171,2023-01-27,38596,IAH,LFT,14:31,15:22
404222,2023-01-27,38597,ATL,CHO,15:04,16:36
404223,2023-01-27,38598,MYR,ATL,14:41,15:57
404235,2023-01-27,38599,CLE,MKE,14:43,15:21
404236,2023-01-27,38600,CMH,IAD,14:51,16:06
404244,2023-01-27,38601,BHM,IAH,15:12,16:57
404245,2023-01-27,38602,IAH,HRL,14:41,15:39
404255,2023-01-27,38603,IAH,ABQ,14:41,16:03
404282,2023-01-27,38604,ORD,DAY,14:48,16:50
404304,2023-01-27,38605,TYS,DFW,14:49,16:09
404309,2023-01-27,38606,ATL,CID,14:49,16:08
404313,2023-01-27,38607,ATL,FAY,15:01,16:12
404314,2023-01-27,38608,ATL,CRW,14:52,16:17
404315,2023-01-27,38609,ATL,EWN,14:51,16:09
404316,2023-01-27,38610,ATL,BQK,14:50,15:45
404317,2023-01-27,38611,ATL,ROA,14:49,16:11
404369,2023-01-27,38612,ORD,BHM,14:52,16:34
404371,2023-01-27,38613,ATL,CSG,15:19,15:56
404372,2023-01-27,38614,CWA,ORD,15:10,16:12
404387,2023-01-27,38615,LNK,ORD,14:36,16:13
404391,2023-01-27,38616,VPS,IAH,14:48,16:43
404470,2023-01-27,38617,MAF,IAH,14:50,16:08
404471,2023-01-27,38618,CHS,IAH,14:50,16:24
404472,2023-01-27,38619,MSP,STL,14:58,16:09
404473,2023-01-27,38620,MSP,GRR,14:57,17:08
404474,2023-01-27,38621,XNA,ATL,14:53,17:25
404498,2023-01-27,38622,SDF,ORD,14:53,15:23
404509,2023-01-27,38623,SHV,IAH,14:53,15:37
404511,2023-01-27,38624,LIT,IAH,15:06,16:34
404512,2023-01-27,38625,XNA,IAH,15:02,16:35
404513,2023-01-27,38626,ELP,IAH,14:54,17:43
404514,2023-01-27,38627,MBS,DTW,14:55,15:39
404557,2023-01-27,38628,DEN,OMA,15:04,17:27
404558,2023-01-27,38629,ICT,IAH,15:00,16:47
404566,2023-01-27,38630,IAH,MFE,15:01,16:06
404584,2023-01-27,38631,PNS,IAH,15:01,16:48
404585,2023-01-27,38632,ORD,SBN,15:05,16:50
404588,2023-01-27,38633,IAH,DTW,15:00,19:00
404617,2023-01-27,38634,LCH,DFW,16:33,17:50
404618,2023-01-27,38635,MSP,RDU,15:05,18:27
404619,2023-01-27,38636,ATL,GSP,15:13,16:04
404620,2023-01-27,38637,DEN,ELP,15:10,16:51
404621,2023-01-27,38638,DEN,MSN,15:03,18:08
404656,2023-01-27,38639,TUL,IAH,15:07,16:52
404661,2023-01-27,38640,ATL,MOB,15:13,15:29
404693,2023-01-27,38641,DFW,MHK,15:12,16:30
404694,2023-01-27,38642,GPT,IAH,15:04,16:31
404696,2023-01-27,38643,AGS,ATL,15:06,15:58
404697,2023-01-27,38644,ATL,PHF,15:10,16:44
404698,2023-01-27,38645,ATL,CAE,15:06,16:01
404699,2023-01-27,38646,DEN,MTJ,15:13,16:08
404722,2023-01-27,38647,MOB,IAH,15:11,17:07
404724,2023-01-27,38648,MSP,MDW,15:07,16:28
404725,2023-01-27,38649,ATL,MLI,15:08,16:18
404739,2023-01-27,38650,MEM,DEN,15:08,16:41
404772,2023-01-27,38651,DTW,PIA,15:11,15:31
404774,2023-01-27,38652,DTW,FWA,15:17,16:01
404798,2023-01-27,38653,MLU,IAH,15:08,16:08
404805,2023-01-27,38654,JAN,IAH,15:19,16:26
404812,2023-01-27,38655,LEX,ATL,15:24,16:31
404848,2023-01-27,38656,DTW,ABE,15:20,16:40
404849,2023-01-27,38657,DTW,MDT,15:22,16:42
404850,2023-01-27,38658,GRR,DTW,15:20,16:05
404851,2023-01-27,38659,DTW,CID,15:23,15:50
404864,2023-01-27,38660,MSP,MSN,15:21,16:12
404871,2023-01-27,38661,OKC,IAH,15:17,16:36
404872,2023-01-27,38662,ORD,CID,15:31,16:25
404939,2023-01-27,38663,DFW,TYR,15:23,15:57
404940,2023-01-27,38664,ATL,GTR,15:20,15:19
404941,2023-01-27,38665,ATL,FSM,15:27,16:13
404943,2023-01-27,38666,IAH,MSP,15:24,18:08
404944,2023-01-27,38667,DTW,EVV,15:26,15:46
404945,2023-01-27,38668,ELM,DTW,15:20,16:31
