,tailnum,manufacturer,model,seats
1837,N606JB,AIRBUS,A320-232,200
1838,N606LR,BOMBARDIER INC,CL-600-2D24,95
1839,N606SW,BOEING,737-3H4,149
1840,N607AT,BOEING,717-200,100
1841,N607JB,AIRBUS,A320-232,200
1842,N607LR,BOMBARDIER INC,CL-600-2D24,95
1843,N607SW,BOEING,737-3H4,149
1844,N608AT,BOEING,717-200,100
1845,N608DA,BOEING,757-232,178
1846,N608JB,AIRBUS,A320-232,200
1847,N608QX,BOMBARDIER INC,CL-600-2C10,80
1848,N608SW,BOEING,737-3H4,149
1849,N609DL,BOEING,757-232,178
1850,N609SW,BOEING,737-3H4,149
1851,N610DL,BOEING,757-232,178
1852,N610WN,BOEING,737-3H4,149
1853,N611QX,BOMBARDIER INC,CL-600-2C10,80
1854,N611SW,BOEING,737-3H4,149
1855,N612AA,BOEING,757-223,178
1856,N612DL,BOEING,757-232,178
1857,N612JB,AIRBUS,A320-232,200
1858,N612QX,BOMBARDIER INC,CL-600-2C10,80
1859,N612SW,BOEING,737-3H4,149
1860,N613AA,BOEING,757-223,178
1861,N613DL,BOEING,757-232,178
1862,N613JB,AIRBUS,A320-232,200
1863,N613SW,BOEING,737-3H4,149
1864,N614DL,BOEING,757-232,178
1865,N614QX,BOMBARDIER INC,CL-600-2C10,80
1866,N614SW,BOEING,737-3H4,149
1867,N615AA,BEECH,65-A90,9
1868,N615DL,BOEING,757-232,178
1869,N615JB,AIRBUS,A320-232,200
1870,N615QX,BOMBARDIER INC,CL-600-2C10,80
1871,N615SW,BOEING,737-3H4,149
1872,N616DL,BOEING,757-232,178
1873,N616SW,BOEING,737-3H4,149
1874,N617DL,BOEING,757-232,178
1875,N617SW,BOEING,737-3H4,149
1876,N618AA,BOEING,757-223,178
1877,N618DL,BOEING,757-232,178
1878,N618JB,AIRBUS,A320-232,200
1879,N618WN,BOEING,737-3H4,149
1880,N619AA,BOEING,757-223,178
1881,N619SW,BOEING,737-3H4,149
1882,N620SW,BOEING,737-3H4,149
1883,N621AA,CESSNA,172M,4
1884,N621JB,AIRBUS,A320-232,200
1885,N621SW,BOEING,737-3H4,149
1886,N621VA,AIRBUS,A320-214,182
1887,N622AA,BOEING,757-223,178
1888,N622AW,AIRBUS INDUSTRIE,A320-231,182
1889,N622SW,BOEING,737-3H4,149
1890,N622VA,AIRBUS,A320-214,182
1891,N623AA,BOEING,757-223,178
1892,N623DL,BOEING,757-232,178
1893,N623JB,AIRBUS,A320-232,200
1894,N623SW,BOEING,737-3H4,149
1895,N623VA,AIRBUS,A320-214,182
1896,N624AA,BOEING,757-223,178
1897,N624AG,BOEING,757-2Q8,178
1898,N624AW,AIRBUS INDUSTRIE,A320-231,182
1899,N624JB,AIRBUS,A320-232,200
1900,N624SW,BOEING,737-3H4,149
1901,N624VA,AIRBUS,A320-214,182
1902,N625AA,BOEING,757-223,178
1903,N625AW,AIRBUS INDUSTRIE,A320-231,182
1904,N625JB,AIRBUS,A320-232,200
1905,N625SW,BOEING,737-3H4,149
1906,N625VA,AIRBUS,A320-214,182
1907,N626AW,AIRBUS INDUSTRIE,A320-231,182
1908,N626SW,BOEING,737-3H4,149
1909,N626VA,AIRBUS,A320-214,182
1910,N627AW,AIRBUS INDUSTRIE,A320-231,182
1911,N627DL,BOEING,757-232,178
1912,N627JB,AIRBUS,A320-232,200
1913,N627SW,BOEING,737-3H4,149
1914,N627VA,AIRBUS,A320-214,182
1915,N628AA,BOEING,757-223,178
1916,N628SW,BOEING,737-3H4,149
1917,N628VA,AIRBUS,A320-214,182
1918,N629JB,AIRBUS,A320-232,200
1919,N629SW,BOEING,737-3H4,149
1920,N629VA,AIRBUS,A320-214,182
1921,N630AA,BOEING,757-223,178
1922,N630JB,AIRBUS,A320-232,200
1923,N630VA,AIRBUS,A320-214,182
1924,N630WN,BOEING,737-3H4,149
1925,N631AA,BOEING,757-223,178
1926,N631AW,AIRBUS INDUSTRIE,A320-231,182
1927,N631VA,AIRBUS,A320-214,182
1928,N632AW,AIRBUS INDUSTRIE,A320-231,182
1929,N632JB,AIRBUS,A320-232,200
1930,N632SW,BOEING,737-3H4,149
1931,N632VA,AIRBUS,A320-214,182
1932,N633AA,BOEING,757-223,178
1933,N633AW,AIRBUS INDUSTRIE,A320-231,182
1934,N633DL,BOEING,757-232,178
1935,N633JB,AIRBUS,A320-232,200
1936,N633SW,BOEING,737-3H4,149
1937,N633VA,AIRBUS,A320-214,182
1938,N634AA,BOEING,757-223,178
1939,N634JB,AIRBUS,A320-232,200
1940,N634SW,BOEING,737-3H4,149
1941,N634VA,AIRBUS,A320-214,182
1942,N635AA,BOEING,757-223,178
1943,N635DL,BOEING,757-232,178
1944,N635JB,AIRBUS,A320-232,200
1945,N635SW,BOEING,737-3H4,149
1946,N635VA,AIRBUS,A320-214,182
1947,N636DL,BOEING,757-232,178
1948,N636JB,AIRBUS,A320-232,200
1949,N636VA,AIRBUS,A320-214,182
1950,N636WN,BOEING,737-3H4,149
1951,N637DL,BOEING,757-232,178
1952,N637JB,AIRBUS,A320-232,200
1953,N637SW,BOEING,737-3H4,149
1954,N637VA,AIRBUS,A320-214,182
1955,N638DL,BOEING,757-232,178
1956,N638JB,AIRBUS,A320-232,200
1957,N638SW,BOEING,737-3H4,149
1958,N638VA,AIRBUS,A320-214,182
1959,N639AA,BOEING,757-223,178
1960,N639DL,BOEING,757-232,178
1961,N639JB,AIRBUS,A320-232,200
1962,N639SW,BOEING,737-3H4,149
1963,N639VA,AIRBUS,A320-214,182
1964,N640AW,AIRBUS INDUSTRIE,A320-232,200
1965,N640DL,BOEING,757-232,178
1966,N640JB,AIRBUS,A320-232,200
1967,N640SW,BOEING,737-3H4,149
1968,N640VA,AIRBUS,A320-214,182
1969,N641DL,BOEING,757-232,178
1970,N641JB,AIRBUS,A320-232,200
1971,N641SW,BOEING,737-3H4,149
1972,N641UA,BOEING,767-322,330
1973,N641VA,AIRBUS,A320-214,182
1974,N642AA,BOEING,757-223,178
1975,N642AW,AIRBUS INDUSTRIE,A320-232,200
1976,N642DL,BOEING,757-232,178
1977,N642VA,AIRBUS,A320-214,182
1978,N642WN,BOEING,737-3H4,149
1979,N643DL,BOEING,757-232,178
1980,N643JB,AIRBUS,A320-232,200
1981,N643SW,BOEING,737-3H4,149
1982,N644DL,BOEING,757-232,178
1983,N644JB,AIRBUS,A320-232,200
1984,N644SW,BOEING,737-3H4,149
1985,N644UA,BOEING,767-322,330
1986,N645DL,BOEING,757-232,178
1987,N645JB,AIRBUS,A320-232,200
1988,N645SW,BOEING,737-3H4,149
1989,N646DL,BOEING,757-232,178
1990,N646JB,AIRBUS,A320-232,200
1991,N646SW,BOEING,737-3H4,149
1992,N646UA,BOEING,767-322,330
1993,N647AW,AIRBUS INDUSTRIE,A320-232,200
1994,N647DL,BOEING,757-232,178
1995,N647SW,BOEING,737-3H4,149
1996,N647UA,BOEING,767-322,330
1997,N64809,BOEING,737-924ER,191
1998,N648AW,AIRBUS INDUSTRIE,A320-232,200
1999,N648DL,BOEING,757-232,178
2000,N648JB,AIRBUS,A320-232,200
2001,N648SW,BOEING,737-3H4,149
2002,N648UA,BOEING,767-322,330
2003,N649AW,AIRBUS INDUSTRIE,A320-232,200
2004,N649DL,BOEING,757-232,178
2005,N649JB,AIRBUS,A320-232,200
2006,N649SW,BOEING,737-3H4,149
2007,N649UA,BOEING,767-322,330
2008,N650AW,AIRBUS INDUSTRIE,A320-232,200
2009,N650DL,BOEING,757-232,178
2010,N650SW,BOEING,737-3H4,149
2011,N651AW,AIRBUS INDUSTRIE,A320-232,200
2012,N651DL,BOEING,757-232,178
2013,N651JB,AIRBUS,A320-232,200
2014,N651SW,BOEING,737-3H4,149
2015,N651UA,BOEING,767-322,330
2016,N652AW,AIRBUS INDUSTRIE,A320-232,200
2017,N652DL,BOEING,757-232,178
2018,N652JB,AIRBUS,A320-232,200
2019,N652SW,BOEING,737-3H4,149
2020,N652UA,BOEING,767-322,330
2021,N653AW,AIRBUS INDUSTRIE,A320-232,200
2022,N653JB,AIRBUS,A320-232,200
2023,N653SW,BOEING,737-3H4,149
2024,N653UA,BOEING,767-322,330
2025,N654AW,AIRBUS INDUSTRIE,A320-232,200
2026,N654DL,BOEING,757-232,178
2027,N654SW,BOEING,737-3H4,149
2028,N654UA,BOEING,767-322,330
2029,N655AW,AIRBUS INDUSTRIE,A320-232,200
2030,N655DL,BOEING,757-232,178
2031,N655JB,AIRBUS,A320-232,200
2032,N655UA,BOEING,767-322,330
2033,N655WN,BOEING,737-3H4,149
2034,N656AW,AIRBUS INDUSTRIE,A320-232,200
2035,N656JB,AIRBUS,A320-232,200
2036,N656SW,BOEING,737-3H4,149
2037,N656UA,BOEING,767-322,330
2038,N657AW,AIRBUS INDUSTRIE,A320-232,200
2039,N657JB,AIRBUS,A320-232,200
2040,N657SW,BOEING,737-3L9,149
2041,N657UA,BOEING,767-322,330
2042,N658AW,AIRBUS INDUSTRIE,A320-232,200
2043,N658DL,BOEING,757-232,178
2044,N658JB,AIRBUS,A320-232,200
2045,N658SW,BOEING,737-3L9,149
2046,N658UA,BOEING,767-322,330
2047,N659AW,AIRBUS INDUSTRIE,A320-232,200
2048,N659DL,BOEING,757-232,178
2049,N659JB,AIRBUS,A320-232,200
2050,N659SW,BOEING,737-301,149
2051,N659UA,BOEING,767-322,330
2052,N66051,BOEING,767-424ER,292
2053,N66056,BOEING,767-424ER,292
2054,N66057,BOEING,767-424ER,292
2055,N660AW,AIRBUS INDUSTRIE,A320-232,200
2056,N660DL,BOEING,757-232,178
2057,N660SW,BOEING,737-301,149
2058,N660UA,BOEING,767-322,330
2059,N661AW,AIRBUS INDUSTRIE,A320-232,200
2060,N661DN,BOEING,757-232,178
2061,N661JB,AIRBUS,A320-232,200
2062,N661UA,BOEING,767-322,330
2063,N662AW,AIRBUS INDUSTRIE,A320-232,200
2064,N662DN,BOEING,757-232,178
2065,N662JB,AIRBUS,A320-232,200
2066,N662SW,BOEING,737-3Q8,149
2067,N663AW,AIRBUS INDUSTRIE,A320-232,200
2068,N663DN,BOEING,757-232,178
2069,N663JB,AIRBUS,A320-232,200
2070,N663SW,BOEING,737-3Q8,149
2071,N663UA,BOEING,767-322,330
2072,N664AW,AIRBUS INDUSTRIE,A320-232,200
2073,N664DN,BOEING,757-232,178
2074,N664UA,BOEING,767-322,330
2075,N665AW,AIRBUS INDUSTRIE,A320-232,200
2076,N665DN,BOEING,757-232,178
2077,N665JB,AIRBUS,A320-232,200
2078,N665UA,BOEING,767-322,330
2079,N665WN,BOEING,737-3Y0,149
2080,N666DN,BOEING,757-232,178
2081,N666UA,BOEING,767-322,330
2082,N667AW,AIRBUS INDUSTRIE,A320-232,200
2083,N667DN,BOEING,757-232,178
2084,N667UA,BOEING,767-322,330
2085,N66803,BOEING,737-924ER,191
2086,N66808,BOEING,737-924ER,191
2087,N668AW,AIRBUS,A320-232,200
2088,N668DN,BOEING,757-232,178
2089,N668UA,BOEING,767-322,330
2090,N669AW,AIRBUS,A320-232,200
2091,N669DN,BOEING,757-232,178
2092,N669SW,BOEING,737-3A4,149
2093,N669UA,BOEING,767-322,330
2094,N6700,BOEING,757-232,178
2095,N6701,BOEING,757-232,178
2096,N6702,BOEING,757-232,178
2097,N6703D,BOEING,757-232,178
2098,N6704Z,BOEING,757-232,178
2099,N67052,BOEING,767-424ER,292
2100,N67058,BOEING,767-424ER,292
2101,N6705Y,BOEING,757-232,178
2102,N6706Q,BOEING,757-232,178
2103,N6707A,BOEING,757-232,178
2104,N6708D,BOEING,757-232,178
2105,N6709,BOEING,757-232,178
2106,N670DN,BOEING,757-232,178
2107,N670SW,BOEING,737-3G7,149
2108,N670UA,BOEING,767-322,330
2109,N670US,BOEING,747-451,450
2110,N6710E,BOEING,757-232,178
2111,N6711M,BOEING,757-232,178
2112,N6712B,BOEING,757-232,178
2113,N67134,BOEING,757-224,178
2114,N6713Y,BOEING,757-232,178
2115,N6714Q,BOEING,757-232,178
2116,N6715C,BOEING,757-232,178
2117,N6716C,BOEING,757-232,178
2118,N67171,BOEING,757-232,178
2119,N671DN,BOEING,757-232,178
2120,N671UA,BOEING,767-322,330
2121,N672AW,AIRBUS,A320-232,200
2122,N672DL,BOEING,757-232,178
2123,N672UA,BOEING,767-322,330
2124,N673AW,AIRBUS,A320-232,200
2125,N673DL,BOEING,757-232,178
2126,N673UA,BOEING,767-322,330
2127,N674DL,BOEING,757-232,178
2128,N674UA,BOEING,767-322,330
2129,N675AW,AIRBUS,A320-232,200
2130,N675DL,BOEING,757-232,178
2131,N675MC,MCDONNELL DOUGLAS,DC-9-51,139
2132,N675UA,BOEING,767-322,330
2133,N676AW,AIRBUS,A320-232,200
2134,N676CA,BOMBARDIER INC,CL-600-2D24,95
2135,N676DL,BOEING,757-232,178
2136,N676UA,BOEING,767-322,330
2137,N677AW,AIRBUS,A320-232,200
2138,N677UA,BOEING,767-322,330
2139,N678AW,AIRBUS,A320-232,200
2140,N678CA,BOMBARDIER INC,CL-600-2D24,95
2141,N678DL,BOEING,757-232,178
2142,N679AW,AIRBUS,A320-232,200
2143,N679DA,BOEING,757-232,178
2144,N68061,BOEING,767-424ER,292
2145,N680AW,AIRBUS,A320-232,200
2146,N680DA,BOEING,757-232,178
2147,N68159,BOEING,767-224,255
2148,N68160,BOEING,767-224,255
2149,N681DA,BOEING,757-232,178
2150,N682DA,BOEING,757-232,178
2151,N683BR,BOMBARDIER INC,CL-600-2B19,55
2152,N683DA,BOEING,757-232,178
2153,N68452,BOEING,737-924ER,191
2154,N68453,BOEING,737-924ER,191
2155,N684DA,BOEING,757-232,178
2156,N684WN,BOEING,737-3TO,149
2157,N685DA,BOEING,757-232,178
2158,N685SW,BOEING,737-3Q8,149
2159,N686DA,BOEING,757-232,178
2160,N687DL,BOEING,757-232,178
2161,N687SW,BOEING,737-3Q8,149
2162,N68801,BOEING,737-924ER,191
2163,N68802,BOEING,737-924ER,191
2164,N68805,BOEING,737-924ER,191
2165,N68807,BOEING,737-924ER,191
2166,N688DL,BOEING,757-232,178
2167,N689DL,BOEING,757-232,178
2168,N69059,BOEING,767-424ER,292
2169,N69063,BOEING,767-424ER,292
2170,N690DL,BOEING,757-232,178
2171,N691CA,BOMBARDIER INC,CL-600-2D24,95
2172,N691WN,BOEING,737-3G7,149
2173,N692DL,BOEING,757-232,178
2174,N693CA,BOMBARDIER INC,CL-600-2D24,95
2175,N693DL,BOEING,757-232,178
2176,N693SW,BOEING,737-317,149
2177,N694DL,BOEING,757-232,178
2178,N694SW,BOEING,737-3T5,149
2179,N695CA,BOMBARDIER INC,CL-600-2D24,95
2180,N695DL,BOEING,757-232,178
2181,N696DL,BOEING,757-232,178
2182,N697DL,BOEING,757-232,178
2183,N697SW,BOEING,737-3TO,149
2184,N69804,BOEING,737-924ER,191
2185,N69806,BOEING,737-924ER,191
2186,N698DL,BOEING,757-232,178
2187,N699DL,BOEING,757-232,178
2188,N700GS,BOEING,737-7H4,140
2189,N700UW,AIRBUS INDUSTRIE,A319-112,179
2190,N701GS,BOEING,737-7H4,140
2191,N701SK,BOMBARDIER INC,CL-600-2C10,80
2192,N701UW,AIRBUS INDUSTRIE,A319-112,179
2193,N702SK,BOMBARDIER INC,CL-600-2C10,80
2194,N702TW,BOEING,757-2Q8,178
2195,N702UW,AIRBUS INDUSTRIE,A319-112,179
2196,N703JB,AIRBUS,A320-232,200
2197,N703SW,BOEING,737-7H4,140
2198,N703TW,BOEING,757-2Q8,178
2199,N703UW,AIRBUS INDUSTRIE,A319-112,179
2200,N704SW,BOEING,737-7H4,140
2201,N704US,AIRBUS INDUSTRIE,A319-112,179
2202,N704X,BOEING,757-2Q8,178
2203,N705JB,AIRBUS,A320-232,200
2204,N705SK,BOMBARDIER INC,CL-600-2C10,80
2205,N705SW,BOEING,737-7H4,140
2206,N705TW,BOEING,757-231,178
2207,N705UW,AIRBUS INDUSTRIE,A319-112,179
2208,N706JB,AIRBUS,A320-232,200
2209,N706SW,BOEING,737-7H4,140
2210,N706TW,BOEING,757-2Q8,178
2211,N707EV,BOMBARDIER INC,CL-600-2C10,80
2212,N707SA,BOEING,737-7H4,140
2213,N707TW,BOEING,757-2Q8,178
2214,N708EV,BOMBARDIER INC,CL-600-2C10,80
2215,N708JB,AIRBUS,A320-232,200
2216,N708SW,BOEING,737-7H4,140
2217,N708UW,AIRBUS INDUSTRIE,A319-112,179
2218,N709EV,BOMBARDIER INC,CL-600-2C10,80
2219,N709JB,AIRBUS,A320-232,200
2220,N709SW,BOEING,737-7H4,140
2221,N709TW,BOEING,757-2Q8,178
2222,N709UW,AIRBUS INDUSTRIE,A319-112,179
2223,N710EV,BOMBARDIER INC,CL-600-2C10,80
2224,N710SK,BOMBARDIER INC,CL-600-2C10,80
2225,N710SW,BOEING,737-7H4,140
2226,N710TW,BOEING,757-2Q8,178
2227,N710UW,AIRBUS INDUSTRIE,A319-112,179
2228,N711HK,BOEING,737-7H4,140
2229,N711MQ,GULFSTREAM AEROSPACE,G1159B,22
2230,N711UW,AIRBUS INDUSTRIE,A319-112,179
2231,N711ZX,BOEING,757-231,178
2232,N712EV,BOMBARDIER INC,CL-600-2C10,80
2233,N712JB,AIRBUS,A320-232,200
2234,N712SW,BOEING,737-7H4,140
2235,N712TW,BOEING,757-2Q8,178
2236,N712US,AIRBUS INDUSTRIE,A319-112,179
2237,N713EV,BOMBARDIER INC,CL-600-2C10,80
2238,N713SW,BOEING,737-7H4,140
2239,N713TW,BOEING,757-2Q8,178
2240,N713UW,AIRBUS INDUSTRIE,A319-112,179
2241,N71411,BOEING,737-924,191
2242,N714CB,BOEING,737-7H4,140
2243,N714US,AIRBUS INDUSTRIE,A319-112,179
2244,N715JB,AIRBUS,A320-232,200
2245,N715SW,BOEING,737-7H4,140
2246,N715UW,AIRBUS INDUSTRIE,A319-112,179
2247,N716EV,BOMBARDIER INC,CL-600-2C10,80
2248,N716SW,BOEING,737-7H4,140
2249,N716UW,AIRBUS INDUSTRIE,A319-112,179
2250,N717EV,BOMBARDIER INC,CL-600-2C10,80
2251,N717JL,BOEING,717-200,100
2252,N717SA,BOEING,737-7H4,140
2253,N717TW,BOEING,757-231,178
2254,N717UW,AIRBUS INDUSTRIE,A319-112,179
2255,N718EV,BOMBARDIER INC,CL-600-2C10,80
2256,N718SW,BOEING,737-7H4,140
2257,N718TW,BOEING,757-231,178
2258,N719EV,BOMBARDIER INC,CL-600-2C10,80
2259,N719SW,BOEING,737-7H4,140
2260,N720EV,BOMBARDIER INC,CL-600-2C10,80
2261,N720WN,BOEING,737-7H4,140
2262,N721TW,BOEING,757-231,178
2263,N721UW,AIRBUS INDUSTRIE,A319-112,179
2264,N722EV,BOMBARDIER INC,CL-600-2C10,80
2265,N722TW,BOEING,757-231,178
2266,N722US,AIRBUS INDUSTRIE,A319-112,179
2267,N723EV,BOMBARDIER INC,CL-600-2C10,80
2268,N723SW,BOEING,737-7H4,140
2269,N723TW,BOEING,757-231,178
2270,N723UW,AIRBUS INDUSTRIE,A319-112,179
2271,N72405,BOEING,737-924,191
2272,N724EV,BOMBARDIER INC,CL-600-2C10,80
2273,N724SW,BOEING,737-7H4,140
2274,N724UW,AIRBUS INDUSTRIE,A319-112,179
2275,N725SW,BOEING,737-7H4,140
2276,N725UW,AIRBUS INDUSTRIE,A319-112,179
2277,N726SK,BOMBARDIER INC,CL-600-2C10,80
2278,N726SW,BOEING,737-7H4,140
2279,N727SW,BOEING,737-7H4,140
2280,N727TW,BOEING,757-231,178
2281,N728SK,BOMBARDIER INC,CL-600-2C10,80
2282,N728SW,BOEING,737-7H4,140
2283,N729JB,AIRBUS,A320-232,200
2284,N729SW,BOEING,737-7H4,140
2285,N730EV,BOMBARDIER INC,CL-600-2C10,80
2286,N730SW,BOEING,737-7H4,140
2287,N730US,AIRBUS INDUSTRIE,A319-112,179
2288,N731SA,BOEING,737-7H4,140
2289,N73251,BOEING,737-824,149
2290,N73256,BOEING,737-824,149
2291,N73259,BOEING,737-824,149
2292,N73270,BOEING,737-824,149
2293,N73275,BOEING,737-824,149
2294,N73276,BOEING,737-824,149
2295,N73278,BOEING,737-824,149
2296,N73283,BOEING,737-824,149
2297,N73291,BOEING,737-824,149
2298,N73299,BOEING,737-824,149
2299,N732SW,BOEING,737-7H4,140
2300,N732US,AIRBUS INDUSTRIE,A319-112,179
2301,N733SA,BOEING,737-7H4,140
2302,N733UW,AIRBUS INDUSTRIE,A319-112,179
2303,N73406,BOEING,737-924,191
2304,N73445,BOEING,737-924ER,191
2305,N734SA,BOEING,737-7H4,140
2306,N735SA,BOEING,737-7H4,140
2307,N736SA,BOEING,737-7H4,140
2308,N737JW,BOEING,737-7H4,140
2309,N737MQ,CESSNA,172N,4
2310,N737US,AIRBUS INDUSTRIE,A319-112,179
2311,N73860,BOEING,757-33N,275
2312,N738CB,BOEING,737-7H4,140
2313,N738EV,BOMBARDIER INC,CL-600-2C10,80
2314,N738US,AIRBUS INDUSTRIE,A319-112,179
2315,N739GB,BOEING,737-7H4,140
2316,N740EV,BOMBARDIER INC,CL-600-2C10,80
2317,N740SK,BOMBARDIER INC,CL-600-2C10,80
2318,N740SW,BOEING,737-7H4,140
2319,N740UW,AIRBUS INDUSTRIE,A319-112,179
2320,N741EV,BOMBARDIER INC,CL-600-2C10,80
2321,N741SA,BOEING,737-7H4,140
2322,N741UW,AIRBUS INDUSTRIE,A319-112,179
2323,N742PS,AIRBUS INDUSTRIE,A319-112,179
2324,N742SW,BOEING,737-7H4,140
2325,N743SW,BOEING,737-7H4,140
2326,N744EV,BOMBARDIER INC,CL-600-2C10,80
2327,N744P,AIRBUS INDUSTRIE,A319-112,179
2328,N744SW,BOEING,737-7H4,140
2329,N745SW,BOEING,737-7H4,140
2330,N745VJ,AIRBUS INDUSTRIE,A319-112,179
2331,N746JB,AIRBUS,A320-232,200
2332,N746SK,BOMBARDIER INC,CL-600-2C10,80
2333,N746SW,BOEING,737-7H4,140
2334,N746UW,AIRBUS INDUSTRIE,A319-112,179
2335,N747SA,BOEING,737-7H4,140
2336,N747UW,AIRBUS INDUSTRIE,A319-112,179
2337,N74856,BOEING,757-324,275
2338,N748EV,BOMBARDIER INC,CL-600-2C10,80
2339,N748SW,BOEING,737-7H4,140
2340,N748UW,AIRBUS INDUSTRIE,A319-112,179
2341,N749SW,BOEING,737-7H4,140
2342,N749US,AIRBUS INDUSTRIE,A319-112,179
2343,N750AT,BOEING,757-212,178
2344,N750EV,BOMBARDIER INC,CL-600-2C10,80
2345,N750SA,BOEING,737-7H4,140
2346,N750UW,AIRBUS INDUSTRIE,A319-112,179
2347,N751EV,BOMBARDIER INC,CL-600-2C10,80
2348,N751SW,BOEING,737-7H4,140
2349,N751UW,AIRBUS INDUSTRIE,A319-112,179
2350,N752EV,BOMBARDIER INC,CL-600-2C10,80
2351,N752SW,BOEING,737-7H4,140
2352,N752US,AIRBUS INDUSTRIE,A319-112,179
2353,N753EV,BOMBARDIER INC,CL-600-2C10,80
2354,N753SW,BOEING,737-7H4,140
2355,N753US,AIRBUS INDUSTRIE,A319-112,179
2356,N75410,BOEING,737-924,191
2357,N75425,BOEING,737-924ER,191
2358,N75426,BOEING,737-924ER,191
2359,N75428,BOEING,737-924ER,191
2360,N75429,BOEING,737-924ER,191
2361,N75432,BOEING,737-924ER,191
2362,N75433,BOEING,737-924ER,191
2363,N75435,BOEING,737-924ER,191
2364,N75436,BOEING,737-924ER,191
2365,N754EV,BOMBARDIER INC,CL-600-2C10,80
2366,N754SW,BOEING,737-7H4,140
2367,N754UW,AIRBUS INDUSTRIE,A319-112,179
2368,N755EV,BOMBARDIER INC,CL-600-2C10,80
2369,N755SA,BOEING,737-7H4,140
2370,N755US,AIRBUS INDUSTRIE,A319-112,179
2371,N756SA,BOEING,737-7H4,140
2372,N756US,AIRBUS INDUSTRIE,A319-112,179
2373,N757AT,BOEING,757-212,178
2374,N757LV,BOEING,737-7H4,140
2375,N757UW,AIRBUS INDUSTRIE,A319-112,179
2376,N75851,BOEING,757-324,275
2377,N75853,BOEING,757-324,275
2378,N75854,BOEING,757-324,275
2379,N75858,BOEING,757-324,275
2380,N75861,BOEING,757-33N,275
2381,N758EV,BOMBARDIER INC,CL-600-2C10,80
2382,N758SW,BOEING,737-7H4,140
2383,N758US,AIRBUS INDUSTRIE,A319-112,179
2384,N759EV,BOMBARDIER INC,CL-600-2C10,80
2385,N759GS,BOEING,737-7H4,140
2386,N76054,BOEING,767-424ER,292
2387,N76055,BOEING,767-424ER,292
2388,N76062,BOEING,767-424ER,292
2389,N76064,BOEING,767-424ER,292
2390,N76065,BOEING,767-424ER,292
2391,N760EV,BOMBARDIER INC,CL-600-2C10,80
2392,N760JB,AIRBUS,A320-232,200
2393,N760SK,BOMBARDIER INC,CL-600-2C10,80
2394,N760SW,BOEING,737-7H4,140
2395,N760US,AIRBUS INDUSTRIE,A319-112,179
2396,N761ND,BOMBARDIER INC,CL-600-2C10,80
2397,N761RR,BOEING,737-7H4,140
2398,N76254,BOEING,737-824,149
2399,N76265,BOEING,737-824,149
2400,N76269,BOEING,737-824,149
2401,N76288,BOEING,737-824,149
2402,N762NC,MCDONNELL DOUGLAS,DC-9-51,139
2403,N762SK,BOMBARDIER INC,CL-600-2C10,80
2404,N762SW,BOEING,737-7H4,140
2405,N762US,AIRBUS INDUSTRIE,A319-112,179
2406,N763JB,AIRBUS,A320-232,200
2407,N763SW,BOEING,737-7H4,140
2408,N763US,AIRBUS INDUSTRIE,A319-112,179
2409,N764SW,BOEING,737-7H4,140
2410,N764US,AIRBUS INDUSTRIE,A319-112,179
2411,N76502,BOEING,737-824,149
2412,N76503,BOEING,737-824,149
2413,N76504,BOEING,737-824,149
2414,N76505,BOEING,737-824,149
2415,N76508,BOEING,737-824,149
2416,N76514,BOEING,737-824,149
2417,N76515,BOEING,737-824,149
2418,N76516,BOEING,737-824,149
2419,N76517,BOEING,737-824,149
2420,N76519,BOEING,737-824,149
2421,N76522,BOEING,737-824,149
2422,N76523,BOEING,737-824,149
2423,N76526,BOEING,737-824,149
2424,N76528,BOEING,737-824,149
2425,N76529,BOEING,737-824,149
2426,N765SW,BOEING,737-7H4,140
2427,N765US,AIRBUS INDUSTRIE,A319-112,179
2428,N766JB,AIRBUS,A320-232,200
2429,N766SK,BOMBARDIER INC,CL-600-2C10,80
2430,N766SW,BOEING,737-7H4,140
2431,N766US,AIRBUS INDUSTRIE,A319-112,179
2432,N767NC,MCDONNELL DOUGLAS,DC-9-51,139
2433,N767SW,BOEING,737-7H4,140
2434,N767UW,AIRBUS INDUSTRIE,A319-112,179
2435,N768JB,AIRBUS,A320-232,200
2436,N768SK,BOMBARDIER INC,CL-600-2C10,80
2437,N768SW,BOEING,737-7H4,140
2438,N768US,AIRBUS INDUSTRIE,A319-112,179
2439,N769SW,BOEING,737-7H4,140
2440,N769US,AIRBUS INDUSTRIE,A319-112,179
2441,N77012,BOEING,777-224,400
2442,N7702A,BOEING,737-7BD,149
2443,N7704B,BOEING,737-7BD,149
2444,N77066,BOEING,767-424ER,292
2445,N770SA,BOEING,737-7H4,140
2446,N770UW,AIRBUS INDUSTRIE,A319-112,179
2447,N7713A,BOEING,737-7BD,149
2448,N7714B,BOEING,737-76N,149
2449,N7715E,BOEING,737-7BD,149
2450,N771SA,BOEING,737-7H4,140
2451,N7724A,BOEING,737-7BD,149
2452,N77258,BOEING,737-824,149
2453,N77261,BOEING,737-824,149
2454,N7726A,BOEING,737-7BD,149
2455,N77295,BOEING,737-824,149
2456,N77296,BOEING,737-824,149
2457,N772SK,BOMBARDIER INC,CL-600-2C10,80
2458,N772SW,BOEING,737-7H4,140
2459,N7730A,BOEING,737-7BD,149
